MonitorId,Parameter,Description,UOMId,SamplingDurationMinutes,SamplingFrequencySeconds,computeQuality,UDL,useUDL,LDL,useLDL,MDL,useMDL,PersistCount,usePCount,PersistThresh,useAdj,usePThresh,Anom1Thresh,useA1Check,Anom2Thresh,useA2Check,Anom3Thresh,useA3Check,Anom4Thresh,useA4Check,Anom7Thresh,useA7Check,PersistWindowSize,Anom1WindowSize,Anom2WindowSize,Anom3WindowSize,Anom4WindowSize,Thresh1,Thresh2,Thresh3,Thresh4,WindowSize1,WindowSize2,WindowSize3,WindowSize4,PerformCheck1,PerformCheck2,PerformCheck3,PerformCheck4,PerformCheck5,PerformCheck6,PerformCheck7,StreamSegmentId
AC9YFK88,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,814
AC9YFK88,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,814
AC9YFK88,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1044
AC9YFK88,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1044
AC9YFK88,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,815
AC9YFK88,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,815
AC9YFK88,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1045
AC9YFK88,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1045
AC9YFK88,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,813
AC9YFK88,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,813
AC9YFK88,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1043
AC9YFK88,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1043
AC9YFK88,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,812
AC9YFK88,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,812
AC9YFK88,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1041
AC9YFK88,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1041
AD6GXX7V,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,824
AD6GXX7V,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,825
AD6GXX7V,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,823
AD6GXX7V,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,822
ADFXTVFH,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,833
ADFXTVFH,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,831
AF8F1H03,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,764
AF8F1H03,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,765
AF8F1H03,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,763
AF8F1H03,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,762
AGW9HQ1Y,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,914
AGW9HQ1Y,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,915
AGW9HQ1Y,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,913
AGW9HQ1Y,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,912
AH7T3YZZ,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,954
AH7T3YZZ,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,955
AH7T3YZZ,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,953
AH7T3YZZ,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,952
AJTBXPRR,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,844
AJTBXPRR,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,844
AJTBXPRR,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1014
AJTBXPRR,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1014
AJTBXPRR,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,845
AJTBXPRR,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,845
AJTBXPRR,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1015
AJTBXPRR,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1015
AJTBXPRR,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,843
AJTBXPRR,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,843
AJTBXPRR,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1013
AJTBXPRR,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1013
AJTBXPRR,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,841
AJTBXPRR,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,841
AJTBXPRR,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1011
AJTBXPRR,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1011
AKKLHJWV,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,774
AKKLHJWV,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,775
AKKLHJWV,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,773
AKKLHJWV,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,771
AL2Y21ZG,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,944
AL2Y21ZG,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,945
AL2Y21ZG,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,943
AL2Y21ZG,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,942
AL8GPHY9,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,934
AL8GPHY9,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,935
AL8GPHY9,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,933
AL8GPHY9,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,932
AMVCCJ3V,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,744
AMVCCJ3V,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,745
AMVCCJ3V,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,743
AMVCCJ3V,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,742
APMJD1KN,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,754
APMJD1KN,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,755
APMJD1KN,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,753
APMJD1KN,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,752
ASKTSJKK,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,854
ASKTSJKK,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,854
ASKTSJKK,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1024
ASKTSJKK,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1024
ASKTSJKK,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,855
ASKTSJKK,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,855
ASKTSJKK,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1025
ASKTSJKK,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1025
ASKTSJKK,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,853
ASKTSJKK,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,853
ASKTSJKK,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1023
ASKTSJKK,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1023
ASKTSJKK,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,852
ASKTSJKK,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,852
ASKTSJKK,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1021
ASKTSJKK,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,1021
ATLCMBYS,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,864
ATLCMBYS,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,865
ATLCMBYS,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,863
ATLCMBYS,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,862
AVDZPV6L,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,964
AVDZPV6L,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,965
AVDZPV6L,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,963
AVDZPV6L,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,962
AVQS7GR8,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,974
AVQS7GR8,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,975
AVQS7GR8,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,973
AVQS7GR8,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,972
AWG9PZHP,42602,check1,8,15,20,1,3000,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,924
AWG9PZHP,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,925
AWG9PZHP,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,923
AWG9PZHP,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,,921
