MonitorId,Parameter,Description,UOMId,SamplingDurationMinutes,SamplingFrequencySeconds,computeQuality,UDL,useUDL,LDL,useLDL,MDL,useMDL,PersistCount,usePCount,PersistThresh,useAdj,usePThresh,Anom1Thresh,useA1Check,Anom2Thresh,useA2Check,Anom3Thresh,useA3Check,Anom4Thresh,useA4Check,Anom7Thresh,useA7Check,PersistWindowSize,Anom1WindowSize,Anom2WindowSize,Anom3WindowSize,Anom4WindowSize,Thresh1,Thresh2,Thresh3,Thresh4,WindowSize1,WindowSize2,WindowSize3,WindowSize4,PerformCheck1,PerformCheck2,PerformCheck3,PerformCheck4,PerformCheck5,PerformCheck6,PerformCheck7
AMVCCJ3V,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AMVCCJ3V,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
APMJD1KN,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
APMJD1KN,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
APMJD1KN,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ASKTSJKK,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ASKTSJKK,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ASKTSJKK,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ASKTSJKK,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ASKTSJKK,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ASKTSJKK,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ASKTSJKK,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ASKTSJKK,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ASKTSJKK,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ASKTSJKK,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ASKTSJKK,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ASKTSJKK,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ATLCMBYS,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ATLCMBYS,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
ATLCMBYS,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AVDZPV6L,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AVDZPV6L,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AVDZPV6L,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AVQS7GR8,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AVQS7GR8,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AVQS7GR8,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AWG9PZHP,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AWG9PZHP,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AWG9PZHP,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AWRJ543W,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AWRJ543W,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AWRJ543W,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AYR1L2NW,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AYR1L2NW,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AYR1L2NW,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AZ1HX3TG,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AZ1HX3TG,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AZ1HX3TG,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AZSS9B9D,43104,check4,8,15,20,1,60000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AZSS9B9D,85101,check2,105,15,20,1,1000,1,0,1,0,0,3,1,0.001,0,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
AZSS9B9D,88101,check3,105,15,20,1,500,1,0,1,0,0,3,1,0.001,1,0,40,0,10,1,2,0,100,0,0,1,5,3,4,9,5,,,,,,,,,,,1,,,,
